,Premise,Hypothesis,Label,Time Diff,Type,Prem Fixed,Temp Type
19,金曜日以降、彼らは結婚した。,木曜日以降、彼らは結婚した。,Entailment,0.14285714285714285,SINGLE_day,False,Backward Past
20,10月に彼らは結婚した。,4月以前彼らは結婚した。,Contradiction,0.5,SINGLE_month,True,Forward Past
21,11月に彼らは結婚した。,8月以降彼らは結婚した。,Entailment,0.25,SINGLE_month,True,Forward Past
22,8月に彼らは結婚した。,10月以降彼らは結婚した。,Contradiction,0.16666666666666666,SINGLE_month,True,Forward Past
23,8月に彼らは結婚した。,2月以降彼らは結婚した。,Entailment,0.5,SINGLE_month,True,Forward Past
24,4月に彼らは結婚した。,1月以前彼らは結婚した。,Contradiction,0.25,SINGLE_month,True,Forward Past
25,7月に、彼らは結婚した。,5月以降、彼らは結婚した。,Entailment,0.16666666666666666,SINGLE_month,True,Backward Past
26,7月に、彼らは結婚した。,3月以前、彼らは結婚した。,Contradiction,0.3333333333333333,SINGLE_month,True,Backward Past
27,12月に、彼らは結婚した。,6月以降、彼らは結婚した。,Entailment,0.5,SINGLE_month,True,Backward Past
28,8月に、彼らは結婚した。,9月以降、彼らは結婚した。,Contradiction,0.08333333333333333,SINGLE_month,True,Backward Past
29,5月に、彼らは結婚した。,8月以降、彼らは結婚した。,Contradiction,0.25,SINGLE_month,True,Backward Past
30,5月以前彼らは結婚した。,10月以前彼らは結婚した。,Entailment,0.4166666666666667,SINGLE_month,False,Forward Past
31,3月以前彼らは結婚した。,1月以降彼らは結婚した。,Neutral,0.16666666666666666,SINGLE_month,False,Forward Past
32,8月以降彼らは結婚した。,2月以降彼らは結婚した。,Entailment,0.5,SINGLE_month,False,Forward Past
33,9月以前彼らは結婚した。,11月以前彼らは結婚した。,Entailment,0.16666666666666666,SINGLE_month,False,Forward Past
34,1月以前彼らは結婚した。,2月以前彼らは結婚した。,Entailment,0.08333333333333333,SINGLE_month,False,Forward Past
35,10月以降、彼らは結婚した。,9月以前、彼らは結婚した。,Contradiction,0.08333333333333333,SINGLE_month,False,Backward Past
36,2月以前、彼らは結婚した。,3月以前、彼らは結婚した。,Entailment,0.08333333333333333,SINGLE_month,False,Backward Past
37,8月以前、彼らは結婚した。,3月以前、彼らは結婚した。,Neutral,0.4166666666666667,SINGLE_month,False,Backward Past
38,7月以降、彼らは結婚した。,3月以降、彼らは結婚した。,Entailment,0.3333333333333333,SINGLE_month,False,Backward Past
39,1月以降、彼らは結婚した。,7月以降、彼らは結婚した。,Neutral,0.5,SINGLE_month,False,Backward Past
40,1917年に彼らは結婚した。,1942年以前彼らは結婚した。,Entailment,0.24752475247524752,SINGLE_year,True,Forward Past
41,1948年に彼らは結婚した。,1922年以降彼らは結婚した。,Entailment,0.25742574257425743,SINGLE_year,True,Forward Past
42,1913年に彼らは結婚した。,1997年以降彼らは結婚した。,Contradiction,0.8316831683168316,SINGLE_year,True,Forward Past
43,1984年に彼らは結婚した。,1910年以前彼らは結婚した。,Contradiction,0.7326732673267327,SINGLE_year,True,Forward Past
44,1955年に彼らは結婚した。,1961年以前彼らは結婚した。,Entailment,0.0594059405940594,SINGLE_year,True,Forward Past
45,1989年に、彼らは結婚した。,1921年以降、彼らは結婚した。,Entailment,0.6732673267326733,SINGLE_year,True,Backward Past
46,1996年に、彼らは結婚した。,1983年以降、彼らは結婚した。,Entailment,0.12871287128712872,SINGLE_year,True,Backward Past
47,1914年に、彼らは結婚した。,1913年以前、彼らは結婚した。,Contradiction,0.009900990099009901,SINGLE_year,True,Backward Past
48,1943年に、彼らは結婚した。,1906年以降、彼らは結婚した。,Entailment,0.36633663366336633,SINGLE_year,True,Backward Past
49,1956年に、彼らは結婚した。,1959年以降、彼らは結婚した。,Contradiction,0.0297029702970297,SINGLE_year,True,Backward Past
50,1924年以降彼らは結婚した。,1909年以前彼らは結婚した。,Contradiction,0.1485148514851485,SINGLE_year,False,Forward Past
51,1953年以降彼らは結婚した。,1969年以前彼らは結婚した。,Neutral,0.15841584158415842,SINGLE_year,False,Forward Past
52,1921年以降彼らは結婚した。,1940年以降彼らは結婚した。,Neutral,0.18811881188118812,SINGLE_year,False,Forward Past
53,1949年以前彼らは結婚した。,1947年以降彼らは結婚した。,Neutral,0.019801980198019802,SINGLE_year,False,Forward Past
54,1978年以前彼らは結婚した。,1945年以降彼らは結婚した。,Neutral,0.32673267326732675,SINGLE_year,False,Forward Past
55,1928年以前、彼らは結婚した。,1945年以降、彼らは結婚した。,Contradiction,0.16831683168316833,SINGLE_year,False,Backward Past
56,1966年以前、彼らは結婚した。,1978年以前、彼らは結婚した。,Entailment,0.1188118811881188,SINGLE_year,False,Backward Past
57,1929年以降、彼らは結婚した。,1963年以降、彼らは結婚した。,Neutral,0.33663366336633666,SINGLE_year,False,Backward Past
58,1953年以前、彼らは結婚した。,1993年以降、彼らは結婚した。,Contradiction,0.39603960396039606,SINGLE_year,False,Backward Past
59,1984年以前、彼らは結婚した。,1983年以前、彼らは結婚した。,Neutral,0.009900990099009901,SINGLE_year,False,Backward Past
60,11日に彼らは結婚した。,9日以降彼らは結婚した。,Entailment,0.07142857142857142,SINGLE_date,True,Forward Past
61,4日に彼らは結婚した。,1日以前彼らは結婚した。,Contradiction,0.10714285714285714,SINGLE_date,True,Forward Past
62,21日に彼らは結婚した。,14日以前彼らは結婚した。,Contradiction,0.25,SINGLE_date,True,Forward Past
63,16日に彼らは結婚した。,10日以前彼らは結婚した。,Contradiction,0.21428571428571427,SINGLE_date,True,Forward Past
64,13日に彼らは結婚した。,20日以前彼らは結婚した。,Entailment,0.25,SINGLE_date,True,Forward Past
65,18日に、彼らは結婚した。,11日以前、彼らは結婚した。,Contradiction,0.25,SINGLE_date,True,Backward Past
66,13日に、彼らは結婚した。,16日以前、彼らは結婚した。,Entailment,0.10714285714285714,SINGLE_date,True,Backward Past
67,28日に、彼らは結婚した。,15日以降、彼らは結婚した。,Entailment,0.4642857142857143,SINGLE_date,True,Backward Past
68,20日に、彼らは結婚した。,28日以前、彼らは結婚した。,Entailment,0.2857142857142857,SINGLE_date,True,Backward Past
69,12日に、彼らは結婚した。,23日以降、彼らは結婚した。,Contradiction,0.39285714285714285,SINGLE_date,True,Backward Past
70,20日以前彼らは結婚した。,6日以前彼らは結婚した。,Neutral,0.5,SINGLE_date,False,Forward Past
71,16日以降彼らは結婚した。,8日以降彼らは結婚した。,Entailment,0.2857142857142857,SINGLE_date,False,Forward Past
72,18日以前彼らは結婚した。,24日以前彼らは結婚した。,Entailment,0.21428571428571427,SINGLE_date,False,Forward Past
73,11日以前彼らは結婚した。,3日以前彼らは結婚した。,Neutral,0.2857142857142857,SINGLE_date,False,Forward Past
74,18日以前彼らは結婚した。,5日以前彼らは結婚した。,Neutral,0.4642857142857143,SINGLE_date,False,Forward Past
75,21日以降、彼らは結婚した。,15日以降、彼らは結婚した。,Entailment,0.21428571428571427,SINGLE_date,False,Backward Past
76,4日以前、彼らは結婚した。,18日以前、彼らは結婚した。,Entailment,0.5,SINGLE_date,False,Backward Past
77,7日以降、彼らは結婚した。,10日以前、彼らは結婚した。,Neutral,0.10714285714285714,SINGLE_date,False,Backward Past
78,17日以前、彼らは結婚した。,19日以前、彼らは結婚した。,Entailment,0.07142857142857142,SINGLE_date,False,Backward Past
79,10日以前、彼らは結婚した。,23日以前、彼らは結婚した。,Entailment,0.4642857142857143,SINGLE_date,False,Backward Past
80,日曜日に私たちはディズニーランドに行った。,水曜日以降私たちはディズニーランドに行った。,Contradiction,0.42857142857142855,SINGLE_day,True,Forward Past
81,火曜日に私たちはディズニーランドに行った。,水曜日以前私たちはディズニーランドに行った。,Entailment,0.14285714285714285,SINGLE_day,True,Forward Past
82,土曜日に私たちはディズニーランドに行った。,金曜日以前私たちはディズニーランドに行った。,Contradiction,0.14285714285714285,SINGLE_day,True,Forward Past
83,木曜日に私たちはディズニーランドに行った。,水曜日以前私たちはディズニーランドに行った。,Contradiction,0.14285714285714285,SINGLE_day,True,Forward Past
84,日曜日に私たちはディズニーランドに行った。,日曜日以前私たちはディズニーランドに行った。,Entailment,0.0,SINGLE_day,True,Forward Past
85,土曜日に、私たちはディズニーランドに行った。,木曜日以前、私たちはディズニーランドに行った。,Contradiction,0.2857142857142857,SINGLE_day,True,Backward Past
86,木曜日に、私たちはディズニーランドに行った。,月曜日以前、私たちはディズニーランドに行った。,Contradiction,0.42857142857142855,SINGLE_day,True,Backward Past
87,金曜日に、私たちはディズニーランドに行った。,火曜日以前、私たちはディズニーランドに行った。,Contradiction,0.42857142857142855,SINGLE_day,True,Backward Past
88,金曜日に、私たちはディズニーランドに行った。,木曜日以降、私たちはディズニーランドに行った。,Entailment,0.14285714285714285,SINGLE_day,True,Backward Past
89,土曜日に、私たちはディズニーランドに行った。,水曜日以前、私たちはディズニーランドに行った。,Contradiction,0.42857142857142855,SINGLE_day,True,Backward Past
90,木曜日以降私たちはディズニーランドに行った。,木曜日以前私たちはディズニーランドに行った。,Neutral,0.0,SINGLE_day,False,Forward Past
91,火曜日以降私たちはディズニーランドに行った。,木曜日以降私たちはディズニーランドに行った。,Neutral,0.2857142857142857,SINGLE_day,False,Forward Past
92,金曜日以前私たちはディズニーランドに行った。,水曜日以前私たちはディズニーランドに行った。,Neutral,0.2857142857142857,SINGLE_day,False,Forward Past
93,土曜日以降私たちはディズニーランドに行った。,水曜日以前私たちはディズニーランドに行った。,Contradiction,0.42857142857142855,SINGLE_day,False,Forward Past
94,金曜日以降私たちはディズニーランドに行った。,火曜日以降私たちはディズニーランドに行った。,Entailment,0.42857142857142855,SINGLE_day,False,Forward Past
95,火曜日以降、私たちはディズニーランドに行った。,日曜日以降、私たちはディズニーランドに行った。,Entailment,0.2857142857142857,SINGLE_day,False,Backward Past
96,木曜日以降、私たちはディズニーランドに行った。,月曜日以降、私たちはディズニーランドに行った。,Entailment,0.42857142857142855,SINGLE_day,False,Backward Past
97,月曜日以前、私たちはディズニーランドに行った。,火曜日以降、私たちはディズニーランドに行った。,Contradiction,0.14285714285714285,SINGLE_day,False,Backward Past
98,日曜日以前、私たちはディズニーランドに行った。,火曜日以前、私たちはディズニーランドに行った。,Entailment,0.2857142857142857,SINGLE_day,False,Backward Past
99,水曜日以降、私たちはディズニーランドに行った。,土曜日以前、私たちはディズニーランドに行った。,Neutral,0.42857142857142855,SINGLE_day,False,Backward Past
100,7月に私たちはディズニーランドに行った。,4月以降私たちはディズニーランドに行った。,Entailment,0.25,SINGLE_month,True,Forward Past
101,1月に私たちはディズニーランドに行った。,7月以降私たちはディズニーランドに行った。,Contradiction,0.5,SINGLE_month,True,Forward Past
102,5月に私たちはディズニーランドに行った。,8月以前私たちはディズニーランドに行った。,Entailment,0.25,SINGLE_month,True,Forward Past
103,10月に私たちはディズニーランドに行った。,11月以降私たちはディズニーランドに行った。,Contradiction,0.08333333333333333,SINGLE_month,True,Forward Past
104,6月に私たちはディズニーランドに行った。,10月以降私たちはディズニーランドに行った。,Contradiction,0.3333333333333333,SINGLE_month,True,Forward Past
105,10月に、私たちはディズニーランドに行った。,9月以降、私たちはディズニーランドに行った。,Entailment,0.08333333333333333,SINGLE_month,True,Backward Past
106,7月に、私たちはディズニーランドに行った。,5月以前、私たちはディズニーランドに行った。,Contradiction,0.16666666666666666,SINGLE_month,True,Backward Past
107,10月に、私たちはディズニーランドに行った。,5月以前、私たちはディズニーランドに行った。,Contradiction,0.4166666666666667,SINGLE_month,True,Backward Past
108,1月に、私たちはディズニーランドに行った。,4月以前、私たちはディズニーランドに行った。,Entailment,0.25,SINGLE_month,True,Backward Past
109,5月に、私たちはディズニーランドに行った。,10月以降、私たちはディズニーランドに行った。,Contradiction,0.4166666666666667,SINGLE_month,True,Backward Past
110,5月以前私たちはディズニーランドに行った。,1月以降私たちはディズニーランドに行った。,Neutral,0.3333333333333333,SINGLE_month,False,Forward Past
111,3月以降私たちはディズニーランドに行った。,4月以降私たちはディズニーランドに行った。,Neutral,0.08333333333333333,SINGLE_month,False,Forward Past
112,10月以前私たちはディズニーランドに行った。,5月以前私たちはディズニーランドに行った。,Neutral,0.4166666666666667,SINGLE_month,False,Forward Past
113,3月以降私たちはディズニーランドに行った。,2月以前私たちはディズニーランドに行った。,Contradiction,0.08333333333333333,SINGLE_month,False,Forward Past
114,4月以降私たちはディズニーランドに行った。,9月以降私たちはディズニーランドに行った。,Neutral,0.4166666666666667,SINGLE_month,False,Forward Past
115,1月以前、私たちはディズニーランドに行った。,6月以前、私たちはディズニーランドに行った。,Entailment,0.4166666666666667,SINGLE_month,False,Backward Past
116,12月以前、私たちはディズニーランドに行った。,11月以前、私たちはディズニーランドに行った。,Neutral,0.08333333333333333,SINGLE_month,False,Backward Past
117,9月以降、私たちはディズニーランドに行った。,6月以前、私たちはディズニーランドに行った。,Contradiction,0.25,SINGLE_month,False,Backward Past
118,1月以降、私たちはディズニーランドに行った。,6月以降、私たちはディズニーランドに行った。,Neutral,0.4166666666666667,SINGLE_month,False,Backward Past
119,9月以前、私たちはディズニーランドに行った。,11月以降、私たちはディズニーランドに行った。,Contradiction,0.16666666666666666,SINGLE_month,False,Backward Past
120,1906年に私たちはディズニーランドに行った。,1996年以前私たちはディズニーランドに行った。,Entailment,0.8910891089108911,SINGLE_year,True,Forward Past
121,2000年に私たちはディズニーランドに行った。,1987年以降私たちはディズニーランドに行った。,Entailment,0.12871287128712872,SINGLE_year,True,Forward Past
122,1935年に私たちはディズニーランドに行った。,1963年以降私たちはディズニーランドに行った。,Contradiction,0.27722772277227725,SINGLE_year,True,Forward Past
123,1932年に私たちはディズニーランドに行った。,1991年以降私たちはディズニーランドに行った。,Contradiction,0.5841584158415841,SINGLE_year,True,Forward Past
124,1900年に私たちはディズニーランドに行った。,1922年以降私たちはディズニーランドに行った。,Contradiction,0.21782178217821782,SINGLE_year,True,Forward Past
125,1970年に、私たちはディズニーランドに行った。,1936年以前、私たちはディズニーランドに行った。,Contradiction,0.33663366336633666,SINGLE_year,True,Backward Past
126,1927年に、私たちはディズニーランドに行った。,1928年以降、私たちはディズニーランドに行った。,Contradiction,0.009900990099009901,SINGLE_year,True,Backward Past
127,1952年に、私たちはディズニーランドに行った。,1994年以降、私たちはディズニーランドに行った。,Contradiction,0.4158415841584158,SINGLE_year,True,Backward Past
128,1950年に、私たちはディズニーランドに行った。,1946年以降、私たちはディズニーランドに行った。,Entailment,0.039603960396039604,SINGLE_year,True,Backward Past
129,1985年に、私たちはディズニーランドに行った。,1916年以降、私たちはディズニーランドに行った。,Entailment,0.6831683168316832,SINGLE_year,True,Backward Past
130,1929年以降私たちはディズニーランドに行った。,1911年以降私たちはディズニーランドに行った。,Entailment,0.1782178217821782,SINGLE_year,False,Forward Past
131,1914年以前私たちはディズニーランドに行った。,1930年以前私たちはディズニーランドに行った。,Entailment,0.15841584158415842,SINGLE_year,False,Forward Past
132,1948年以前私たちはディズニーランドに行った。,1930年以降私たちはディズニーランドに行った。,Neutral,0.1782178217821782,SINGLE_year,False,Forward Past
133,1992年以前私たちはディズニーランドに行った。,1964年以降私たちはディズニーランドに行った。,Neutral,0.27722772277227725,SINGLE_year,False,Forward Past
134,1917年以前私たちはディズニーランドに行った。,1933年以前私たちはディズニーランドに行った。,Entailment,0.15841584158415842,SINGLE_year,False,Forward Past
135,1975年以降、私たちはディズニーランドに行った。,1905年以降、私たちはディズニーランドに行った。,Entailment,0.693069306930693,SINGLE_year,False,Backward Past
136,1942年以降、私たちはディズニーランドに行った。,1986年以前、私たちはディズニーランドに行った。,Neutral,0.43564356435643564,SINGLE_year,False,Backward Past
137,1956年以前、私たちはディズニーランドに行った。,1978年以降、私たちはディズニーランドに行った。,Contradiction,0.21782178217821782,SINGLE_year,False,Backward Past
138,1981年以前、私たちはディズニーランドに行った。,1910年以前、私たちはディズニーランドに行った。,Neutral,0.7029702970297029,SINGLE_year,False,Backward Past
139,1919年以降、私たちはディズニーランドに行った。,1912年以降、私たちはディズニーランドに行った。,Entailment,0.06930693069306931,SINGLE_year,False,Backward Past
140,17日に私たちはディズニーランドに行った。,5日以前私たちはディズニーランドに行った。,Contradiction,0.42857142857142855,SINGLE_date,True,Forward Past
141,23日に私たちはディズニーランドに行った。,28日以前私たちはディズニーランドに行った。,Entailment,0.17857142857142858,SINGLE_date,True,Forward Past
142,5日に私たちはディズニーランドに行った。,4日以前私たちはディズニーランドに行った。,Contradiction,0.03571428571428571,SINGLE_date,True,Forward Past
143,13日に私たちはディズニーランドに行った。,3日以前私たちはディズニーランドに行った。,Contradiction,0.35714285714285715,SINGLE_date,True,Forward Past
144,1日に私たちはディズニーランドに行った。,1日以降私たちはディズニーランドに行った。,Entailment,0.0,SINGLE_date,True,Forward Past
145,16日に、私たちはディズニーランドに行った。,5日以前、私たちはディズニーランドに行った。,Contradiction,0.39285714285714285,SINGLE_date,True,Backward Past
146,11日に、私たちはディズニーランドに行った。,13日以前、私たちはディズニーランドに行った。,Entailment,0.07142857142857142,SINGLE_date,True,Backward Past
147,1日に、私たちはディズニーランドに行った。,12日以前、私たちはディズニーランドに行った。,Entailment,0.39285714285714285,SINGLE_date,True,Backward Past
148,12日に、私たちはディズニーランドに行った。,4日以前、私たちはディズニーランドに行った。,Contradiction,0.2857142857142857,SINGLE_date,True,Backward Past
149,25日に、私たちはディズニーランドに行った。,16日以降、私たちはディズニーランドに行った。,Entailment,0.32142857142857145,SINGLE_date,True,Backward Past
150,20日以前私たちはディズニーランドに行った。,14日以降私たちはディズニーランドに行った。,Neutral,0.21428571428571427,SINGLE_date,False,Forward Past
151,8日以前私たちはディズニーランドに行った。,4日以前私たちはディズニーランドに行った。,Neutral,0.14285714285714285,SINGLE_date,False,Forward Past
152,11日以前私たちはディズニーランドに行った。,15日以前私たちはディズニーランドに行った。,Entailment,0.14285714285714285,SINGLE_date,False,Forward Past
153,18日以前私たちはディズニーランドに行った。,6日以前私たちはディズニーランドに行った。,Neutral,0.42857142857142855,SINGLE_date,False,Forward Past
154,28日以前私たちはディズニーランドに行った。,22日以前私たちはディズニーランドに行った。,Neutral,0.21428571428571427,SINGLE_date,False,Forward Past
155,6日以前、私たちはディズニーランドに行った。,6日以降、私たちはディズニーランドに行った。,Neutral,0.0,SINGLE_date,False,Backward Past
156,6日以降、私たちはディズニーランドに行った。,10日以前、私たちはディズニーランドに行った。,Neutral,0.14285714285714285,SINGLE_date,False,Backward Past
157,28日以前、私たちはディズニーランドに行った。,20日以降、私たちはディズニーランドに行った。,Neutral,0.2857142857142857,SINGLE_date,False,Backward Past
158,12日以降、私たちはディズニーランドに行った。,15日以降、私たちはディズニーランドに行った。,Neutral,0.10714285714285714,SINGLE_date,False,Backward Past
159,4日以降、私たちはディズニーランドに行った。,4日以前、私たちはディズニーランドに行った。,Neutral,0.0,SINGLE_date,False,Backward Past
160,水曜日にマイケルは家を買った。,日曜日以前マイケルは家を買った。,Contradiction,0.42857142857142855,SINGLE_day,True,Forward Past
161,金曜日にマイケルは家を買った。,火曜日以前マイケルは家を買った。,Contradiction,0.42857142857142855,SINGLE_day,True,Forward Past
162,土曜日にマイケルは家を買った。,木曜日以前マイケルは家を買った。,Contradiction,0.2857142857142857,SINGLE_day,True,Forward Past
163,火曜日にマイケルは家を買った。,日曜日以前マイケルは家を買った。,Contradiction,0.2857142857142857,SINGLE_day,True,Forward Past
164,水曜日にマイケルは家を買った。,金曜日以前マイケルは家を買った。,Entailment,0.2857142857142857,SINGLE_day,True,Forward Past
165,木曜日に、マイケルは家を買った。,金曜日以前、マイケルは家を買った。,Entailment,0.14285714285714285,SINGLE_day,True,Backward Past
166,木曜日に、マイケルは家を買った。,土曜日以降、マイケルは家を買った。,Contradiction,0.2857142857142857,SINGLE_day,True,Backward Past
167,火曜日に、マイケルは家を買った。,水曜日以前、マイケルは家を買った。,Entailment,0.14285714285714285,SINGLE_day,True,Backward Past
168,火曜日に、マイケルは家を買った。,木曜日以降、マイケルは家を買った。,Contradiction,0.2857142857142857,SINGLE_day,True,Backward Past
169,水曜日に、マイケルは家を買った。,木曜日以降、マイケルは家を買った。,Contradiction,0.14285714285714285,SINGLE_day,True,Backward Past
170,日曜日以前マイケルは家を買った。,水曜日以前マイケルは家を買った。,Entailment,0.42857142857142855,SINGLE_day,False,Forward Past
171,土曜日以前マイケルは家を買った。,土曜日以降マイケルは家を買った。,Neutral,0.0,SINGLE_day,False,Forward Past
172,金曜日以前マイケルは家を買った。,土曜日以前マイケルは家を買った。,Entailment,0.14285714285714285,SINGLE_day,False,Forward Past
173,火曜日以降マイケルは家を買った。,月曜日以前マイケルは家を買った。,Contradiction,0.14285714285714285,SINGLE_day,False,Forward Past
174,水曜日以降マイケルは家を買った。,土曜日以降マイケルは家を買った。,Neutral,0.42857142857142855,SINGLE_day,False,Forward Past
175,金曜日以降、マイケルは家を買った。,水曜日以降、マイケルは家を買った。,Entailment,0.2857142857142857,SINGLE_day,False,Backward Past
176,水曜日以降、マイケルは家を買った。,金曜日以降、マイケルは家を買った。,Neutral,0.2857142857142857,SINGLE_day,False,Backward Past
177,水曜日以降、マイケルは家を買った。,火曜日以前、マイケルは家を買った。,Contradiction,0.14285714285714285,SINGLE_day,False,Backward Past
178,水曜日以降、マイケルは家を買った。,火曜日以前、マイケルは家を買った。,Contradiction,0.14285714285714285,SINGLE_day,False,Backward Past
179,火曜日以前、マイケルは家を買った。,日曜日以前、マイケルは家を買った。,Neutral,0.2857142857142857,SINGLE_day,False,Backward Past
180,7月にマイケルは家を買った。,1月以前マイケルは家を買った。,Contradiction,0.5,SINGLE_month,True,Forward Past
181,2月にマイケルは家を買った。,3月以降マイケルは家を買った。,Contradiction,0.08333333333333333,SINGLE_month,True,Forward Past
182,8月にマイケルは家を買った。,5月以前マイケルは家を買った。,Contradiction,0.25,SINGLE_month,True,Forward Past
183,5月にマイケルは家を買った。,11月以前マイケルは家を買った。,Entailment,0.5,SINGLE_month,True,Forward Past
184,2月にマイケルは家を買った。,1月以前マイケルは家を買った。,Contradiction,0.08333333333333333,SINGLE_month,True,Forward Past
185,6月に、マイケルは家を買った。,7月以前、マイケルは家を買った。,Entailment,0.08333333333333333,SINGLE_month,True,Backward Past
186,6月に、マイケルは家を買った。,5月以降、マイケルは家を買った。,Entailment,0.08333333333333333,SINGLE_month,True,Backward Past
187,1月に、マイケルは家を買った。,7月以前、マイケルは家を買った。,Entailment,0.5,SINGLE_month,True,Backward Past
188,10月に、マイケルは家を買った。,5月以前、マイケルは家を買った。,Contradiction,0.4166666666666667,SINGLE_month,True,Backward Past
189,5月に、マイケルは家を買った。,1月以降、マイケルは家を買った。,Entailment,0.3333333333333333,SINGLE_month,True,Backward Past
190,9月以前マイケルは家を買った。,8月以降マイケルは家を買った。,Neutral,0.08333333333333333,SINGLE_month,False,Forward Past
191,5月以前マイケルは家を買った。,6月以降マイケルは家を買った。,Contradiction,0.08333333333333333,SINGLE_month,False,Forward Past
192,8月以降マイケルは家を買った。,3月以前マイケルは家を買った。,Contradiction,0.4166666666666667,SINGLE_month,False,Forward Past
193,1月以降マイケルは家を買った。,6月以前マイケルは家を買った。,Neutral,0.4166666666666667,SINGLE_month,False,Forward Past
194,8月以降マイケルは家を買った。,10月以降マイケルは家を買った。,Neutral,0.16666666666666666,SINGLE_month,False,Forward Past
195,2月以前、マイケルは家を買った。,2月以降、マイケルは家を買った。,Neutral,0.0,SINGLE_month,False,Backward Past
196,7月以前、マイケルは家を買った。,6月以降、マイケルは家を買った。,Neutral,0.08333333333333333,SINGLE_month,False,Backward Past
197,5月以前、マイケルは家を買った。,2月以降、マイケルは家を買った。,Neutral,0.25,SINGLE_month,False,Backward Past
198,6月以前、マイケルは家を買った。,2月以前、マイケルは家を買った。,Neutral,0.3333333333333333,SINGLE_month,False,Backward Past
199,4月以前、マイケルは家を買った。,3月以降、マイケルは家を買った。,Neutral,0.08333333333333333,SINGLE_month,False,Backward Past
200,1974年にマイケルは家を買った。,1932年以降マイケルは家を買った。,Entailment,0.4158415841584158,SINGLE_year,True,Forward Past
201,1905年にマイケルは家を買った。,1900年以降マイケルは家を買った。,Entailment,0.04950495049504951,SINGLE_year,True,Forward Past
202,1972年にマイケルは家を買った。,1943年以前マイケルは家を買った。,Contradiction,0.2871287128712871,SINGLE_year,True,Forward Past
203,1924年にマイケルは家を買った。,1916年以降マイケルは家を買った。,Entailment,0.07920792079207921,SINGLE_year,True,Forward Past
204,1996年にマイケルは家を買った。,1996年以降マイケルは家を買った。,Entailment,0.0,SINGLE_year,True,Forward Past
205,1924年に、マイケルは家を買った。,1921年以降、マイケルは家を買った。,Entailment,0.0297029702970297,SINGLE_year,True,Backward Past
206,1927年に、マイケルは家を買った。,1946年以降、マイケルは家を買った。,Contradiction,0.18811881188118812,SINGLE_year,True,Backward Past
207,1962年に、マイケルは家を買った。,1968年以前、マイケルは家を買った。,Entailment,0.0594059405940594,SINGLE_year,True,Backward Past
208,1932年に、マイケルは家を買った。,1945年以前、マイケルは家を買った。,Entailment,0.12871287128712872,SINGLE_year,True,Backward Past
209,1942年に、マイケルは家を買った。,1957年以降、マイケルは家を買った。,Contradiction,0.1485148514851485,SINGLE_year,True,Backward Past
210,1932年以前マイケルは家を買った。,1933年以前マイケルは家を買った。,Entailment,0.009900990099009901,SINGLE_year,False,Forward Past
